카페명,판정,registry매칭,지역,정보등급,유튜브_언급영상,유튜브_최고조회수,유튜브_요약,주소_Pass1,블로그_유효스니펫,블로그_블로거수,블로그_최신포스트,블로그_총량참고,지역검색_상호,지역검색_업종,지역검색_주소,플래그,스니펫예시
넘은봄,유지,,김녕,high,1,105802,,제주 제주시 구좌읍 김녕로1길 75-1 1층,54,54,20260615,14906,넘은 봄,음식점>한식,제주특별자치도 제주시 거로남8길 21-32 106동 104호 넘은봄,비카페업종,않았어요 넘은 봄 런치 제주 빵 제주 빵은 직접 맘드신 술빵 같은거였는데 이거 달달+퐁신한게 입맛을... 총평 제주 넘은봄! 첫번째로는 제철음식을 이용한 레스토랑이란 점이 저에게는
스타벅스제주중문점,유지,,중문,high,1,10264,무지개 계단과 이색적 외관으로 알려진 중문 지점으로 매장 영업시간은 07:30-21:00이다.,제주 서귀포시 중문관광로110번길 32 (색달동),54,54,20260626,5385,스타벅스 제주중문점,"카페,디저트>카페",제주특별자치도 서귀포시 중문관광로110번길 32 (색달동),,"아아를 먹기 위해 모닝스벅~ 스타벅스제주중문점은 외관이 참 예뻐요 주차는 건물 바로옆 박물관주차장에 하면 1시간 무료 디카페인 아이스 아메리카노, 아이스 카페모카 제주도 스벅은 일"
시스터필드,유지,,서귀포시내,high,2,11791,,서귀포시 월드컵로 8,56,54,20260703,4034,시스터필드,"카페,디저트>베이커리",제주특별자치도 서귀포시 월드컵로 8,,베스트인 제주 시스터필드 후기 솔직하게 남겨보겠습니다! 제주 시스터필드 위치 제주 서귀포시... 진짜 제주 빵지순례 시스터필드는 꼭 가세요...후회 안합니다 그리고 여긴 관광객들도
스타벅스 제주 중문점,유지,,중문,high,1,121426,키즈존이 마련되어 있음.,제주 서귀포시 중문관광로110번길 32,54,54,20260626,5385,스타벅스 제주중문점,"카페,디저트>카페",제주특별자치도 서귀포시 중문관광로110번길 32 (색달동),,"아아를 먹기 위해 모닝스벅~ 스타벅스제주중문점은 외관이 참 예뻐요 주차는 건물 바로옆 박물관주차장에 하면 1시간 무료 디카페인 아이스 아메리카노, 아이스 카페모카 제주도 스벅은 일"
카페 루시아 본점,유지,,안덕,high,1,121426,키즈존이 마련되어 있음.,제주 서귀포시 안덕면 난드르로 49-17,55,54,20260704,641,카페루시아 본점,"음식점>카페,디저트",제주특별자치도 서귀포시 안덕면 난드르로 49-17,,조금 멀게 느껴질 수도 있지만 제주에 왔는데 프렌차이즈나 특색 없는 카페를 간다는건 말이 안 되는 일이잖아요? ㅎㅎ 제주 카페루시아 본점은 박수기정이 제대로 보이는 뷰 맛집 이랍니
콜로세움,유지,,제주시내,low,1,36,,,63,54,20260707,3640,콜로세움,"음식점>카페,디저트",제주특별자치도 제주시 민오름길 14 카페 콜로세움 제주,,"제주 콜로세움은 1,2층으로 된 대형카페인데, 바테이블도 있어 혼자 방문하기에도 괜찮고요. 2층에는... 제주 화덕피자 신메뉴 카페 콜로세움은 제주 화덕피자 맛집이에요. 화덕은 원"
폴 바셋 제주 용담 DT점,유지,O,제주시내,low,1,2505,,,54,54,20260624,2457,폴 바셋 제주 용담 DT점,"카페,디저트>카페",제주특별자치도 제주시 서해안로 442-1 폴바셋,,"맛집 & 카페 정보 폴 바셋 제주 용담 DT점 ⓒ수딩이네 리뷰일기 안녕하세요, 수딩이입니다! 이번 포스팅에서는 제주 여행 마지막날 들렸던 카페, 폴바셋 제주 용담DT점을 소개해드리"
수와래베이커리,유지,,위미,high,2,28050,소금빵이 맛있는 베이커리로 겉바속촉에 버터 풍미가 강한 곳. 포장 추천.,서귀포시 남원읍 일주동로 7747,54,54,20260629,527,수와래베이커리,"카페,디저트>베이커리",제주특별자치도 서귀포시 남원읍 태위로 17 수와래베이커리,,"빵지순례 추천, 수와래베이커리 제주 빵지순례로 추천하는 수와래베이커리는 천연발효종과 프랑스 유기농 밀가루로 빵을 굽는다고 한다. 메뉴가 과하게 많지 않아 오히려 하나하나에 집중한 "
와랑와랑,유지,O,위미,mid,1,1878,,서귀포시 남원읍 위미중앙로300번길 28,57,54,20260622,6825,와랑와랑,"카페,디저트>카페",제주특별자치도 서귀포시 남원읍 위미중앙로300번길 28,,맛집 제주 한식뷔페 와랑와랑 돌 아기랑 방문한 후기를 남겨볼게요 일단 제주 한식뷔페 와랑와랑은... 단체식사 #수육맛집 #양념게장맛집 #제주와랑와랑 #와랑와랑 #와랑와랑주차 #와랑
나우카페 (nau CAFE),유지,,중문,high,1,831,중산간에 위치한 대형 카페로 중문해변이 내려다보이며 건물 전면에 수경공간과 사방 통유리창이 있어 뷰와 좌석 특성이 돋보입니다. 가성비 좋은 커피,서귀포시 색달중앙로 162,54,53,20260706,594,나우카페 제주,"음식점>카페,디저트",제주특별자치도 서귀포시 색달중앙로 162,,야크마을 안 새로운 카페가 생겼다고해서 비건쌤과 함께~~ 예전에 앵무새카페가 있던 곳이였는데 새롭게 바뀌었다~ 라이프웨어 브랜드 나우가 선보이는 F&B 라이프스타일 공간 나우카페 
제주카멜커피,유지,,우도,low,1,991,,,54,53,20260707,9946,카멜커피 제주점,"카페,디저트>카페",제주특별자치도 제주시 구좌읍 해맞이해안로 617-3 C동,이름불일치,"제 주 카 페 카멜커피 제주 제주시 구좌읍 해맞이해안로 617-3 C동 매일 10:00 - 18:00 *17:00 라스트오더* ⭕️ 포장, 남/녀 화장실 구분 ️ 무료 주차 가능 "
포레스트제이 카우셰드,유지,O,서귀포시내,low,1,568,,,53,53,20260629,2612,포레스트제이 카우셰드,"음식점>카페,디저트",제주특별자치도 서귀포시 안덕면 화순서서로64번길 16 포레스트제이카우셰드,,매장 내 귤 밭 제주 화순리 카페 포레스트제이 카우셰드는 내부에 귤 밭을 하나 끼고 있습니다. 크진 않습니다. 이 귤밭에서 귤 따는 체험을 할 수 있나 봅니다. 바스켓이 어느 정도
이정의 댁,유지,,서귀포시내,high,1,212,"고즈넉한 기와집 마당과 앤티크한 내부, 케이크 등 디저트 제공. 고양이 동반으로 조용한 카페 분위기.",제주 서귀포시 예래로144번길 22-1,53,53,20260705,2629,이정의댁,"카페,디저트>카페",제주특별자치도 서귀포시 예래로144번길 22-1 이정의댁,,제주 카페 이정의 댁 위치 시어머니 의상이 이정의 댁과 찰떡! 제주도 서귀포 카페 '이정의 댁' 주소 제주 서귀포시 예래로 144번길 22-1 영업시간 11:00 - 19:00 라
돌담위에토끼,유지,,김녕,low,1,21041,,,58,53,20260620,291,돌담위에토끼,농업>채소재배,제주특별자치도 제주시 구좌읍 해맞이해안로 1786,비카페업종,포인트 | Highlights ✔ 제주 돌담 감성 인테리어 ✔ 바다 전망 포토존 ✔ 제주 동부... #제주여행 #제주카페 #돌담위에토끼 #구좌카페 #제주동쪽카페 #제주감성카페 #제
카페까르네,유지,O,세화,low,1,266,,,55,53,20260627,126,세화카페 까르네,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 상하도길 39-1,,있는 카페 까르네 빵을 좋아하는 언니와 디저트를 좋아하는 동생이 함께 만드는 작은 마을 카페예요... 원래 제주블루베리타르트가 유명한데 여름에 한달내내 올레길 걷다 지쳐서 상큼한게
MOAT(못),유지,,남원,mid,1,47516,높은 층고의 통유리뷰와 바깥 연못 분위기가 인상적이다.,,56,52,20260627,157,못 MOAT,"음식점>카페,디저트",제주특별자치도 서귀포시 남원읍 태위로510번길 47-1 (돌담길 안 20미터 도보로 걸어들어와야 함),,"비가 내리는 제주의 여행 속에 가끔 분위기 있는 카페에서 휴식이 필요할 때가 있는데요, 오늘은 비 오는 감성을 물씬 느낄 수 있었던 서귀포에 있는 카페 '못 MOAT'을 방문 리뷰"
로쿤커피,유지,,애월,low,1,850,,,53,52,20260322,281,로쿤커피,"음식점>카페,디저트",제주특별자치도 제주시 애월읍 넙은밧길 1-1 단독2층 로쿤커피,,"로쿤커피 제주 - 영업 정보 : 매주 화,수 휴무 / 10시 - 17시 (L/O 16:30) - 가게 바로 앞 전용주차장 - 남/녀 화장실 구분 - 제주 핸드드립 맛집 찾으시면 추"
쉼표,유지,O,한림,high,2,2114,오션뷰 카페. 카페 전용 주차장은 없으며 협재해수욕장 입구 공영주차장을 이용할 수 있음.,제주특별자치도 제주시 한림읍 한림로 359,53,52,20260706,31857,쉼표,"음식점>카페,디저트",제주특별자치도 제주시 한림읍 한림로 359,,3박4일 제주도여행 DAY4 에가톳캐빈 산책로 - 둘레길 서귀포중문본점 - 산방산유채꽃명소 - 제주 유채꽃 - 협재 카페 쉼표 - 제주공항 제주항공 7C132 하이하이 오늘은 제주
산토,유지,,구좌,high,1,66496,,제주 제주시 구좌읍 중산간동로 2266,56,52,20260630,2613,산토,"가구,인테리어>인테리어소품",제주특별자치도 제주시 구좌읍 중산간동로 2266,비카페업종,저도 마음에 끌리는 것들이 많았지만 댕댕이 친구들이 찡찡하는 바람에 바로 나오게 되었습니다 ㅠ 산토 제주 제주시 구좌읍 중산간동로 2266 10:30 - 18:00 전화 후 방문 
낭뜰에 쉼팡,유지,,조천,low,1,44350,,,54,52,20260708,3915,낭뜰에쉼팡,음식점>한식,제주특별자치도 제주시 조천읍 남조로 2343,비카페업종,"낭뜰에쉼팡 위치 : 제주 조천읍 남조로 2343 예약 : 현장 웨이팅 메뉴 : 낭뜰정식, 고등어구이, 제육볶음 단체이용가능 주차완비 정갈한 제주 향토 음식을 먹고 싶다면? 낭뜰에쉼"
AMA 아마,유지,,성산,low,1,4995,두쫀쿠 성지로 소개된 곳.,,52,52,20260703,662,AMA 아마,"카페,디저트>초콜릿전문점",제주특별자치도 제주시 애월읍 애월항로 2 1층,,두바이초콜릿 원조인 픽스 fix 초콜릿을 먹어본 사람으로써 감히 제주 아마 AMA 초콜릿이 더 피스타치오 맛이 강하게 난다고 말할 수 있겠다. 진짜 대존맛이었음 ㄹㅇㄹㅇ 한 팩에 
애플망고1947,유지,O,중문,low,1,26899,,,56,52,20260704,1370,애플망고1947,"음식점>카페,디저트",제주특별자치도 서귀포시 대정읍 신평로 32,,"&lt;애플망고1947&gt; 제주 왔으니 애플망고빙수 먹어야지. 아, 밖은 위험하다. 이렇게 더울 수가!!... 망고 듬뿍듬뿍 올라가 있음. 애플망고 원 없이 먹었네. 야외 정원"
버터모닝,유지,O,애월,high,1,19116,,제주 제주시 애월읍 하광로 279,53,52,20260630,22058,버터모닝,"카페,디저트>베이커리",제주특별자치도 제주시 애월읍 하광로 279,,"내가 제주도에서 제일 좋아하는 빵집! 버터모닝 8,000원 치즈타르트 3,000원 버터모닝만 먹다가 치즈타르트도 구매! 버터모닝 1개랑 치즈타르트 2개만 소박하게 조식용으로 구매했"
감따남,유지,O,중문,high,1,3612,"영업시간과 라스트오더, 정기휴무 및 주차(입구 갓길) 정보가 본문에 있음 (화~일 10:00-17:00, 월 정기휴무, 16:30 라스트오더).",제주 서귀포시 월산로 16 1층,53,52,20260521,2091,감따남,테마카페,제주특별자치도 서귀포시 월산로 16 1층,,들어가봅니다^^ 감따남  제주 서귀포시 월산로 16 1층 ☎️ 0507-1347-2306 ⏰ 10:00 ~ 17:00 ( 라스트오더 16:30) 매주 월요일 휴무 지금은 겨울이라 
카페 달치즈,유지,,세화,low,1,17896,,,52,52,20260707,166,달치즈 구좌세화점,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 해녀박물관길 35 제주시 구좌읍 세화리1476-12 달치즈 카페,이름불일치,저희가 앉은 곳은 푸른빛의 신비한 스카프가 느낌있게 걸려있는 좌석이었어용 예뻐서 몇번 더 찍어봄ㅎㅎ 달치즈 메뉴 제주동부카페 달치즈의 사장님이 직접 쓰신 손글씨 메뉴판이에용 대표메
전이수갤러리 걸어가는늑대들,유지,,제주시내,high,1,2364,"갤러리 분위기의 넓고 쾌적한 복합문화공간에서 퀄리티 높은 커피와 식사(리코타치즈 샐러드, 루꼴라 미트 피자, 퀘사디아 등)를 제공. 영업시간과 ",제주 제주시 연북로 707 1-2층,53,52,20260630,2670,전이수갤러리 걸어가는늑대들,"음식점>카페,디저트",제주특별자치도 제주시 연북로 707 1-2층,,치매에 걸린 양이 길 잃은 아기 늑대를 정성껏 키워내는 이야기를 담고 있는데요 치매 환자와 가족들을... 추천드립니다 :) 전이수갤러리 걸어가는늑대들 주소 : 제주 제주시 연북로 
어니스트밀크,유지,,서귀포시내,low,1,96467,,,51,51,20260708,3981,어니스트밀크,"음식점>카페,디저트",제주특별자치도 서귀포시 성산읍 중산간동로 3147-7 2층,,"넘 귀염뽀짝했던 제주 동쪽 이색 카페 어니스트밀크에서 젖소,송아지 보고 우유 아이스크림까지 달콤하게 즐기고 왔네요  #제주동쪽이색카페 #제주동쪽카페 #제주어니스트밀크본점 #어니스트"
랜디스 도넛,유지,,애월,low,3,90196,,,53,51,20260707,34891,랜디스도넛 애월점,"음식점>카페,디저트>도넛",제주특별자치도 제주시 애월읍 애월로 27-1 애월한담주차장 이용 가능(유료),,애월 카페 언덕 위 멋진 전망을 가지고 있는 제주 랜디스도넛 실내 공간들은 여름 쉬어가기 좋은 추천... 추천 하는 이유 입니다. #애월카페거리 #랜디스도넛제주추천 #애월카페 #랜
5L2F,유지,,표선,low,3,1971,,,51,51,20260703,2465,5L2F,"카페,디저트>카페",제주특별자치도 제주시 조천읍 와흘상길 30,,#5L2F메뉴 #제주5L2F카페 드셨던 커피가 맛있었다면 드립백으로도 구매가 가능하다고 해요! 매장 중앙 테이블에 디피되어 있으니 관심이 있다면 구경해보시는 걸 추천해요! 4. 5
우도클라쓰,유지,O,우도,high,1,247,"시그니처 메뉴: 땅콩 아이스크림, 현무암 아이스크림. 영업시간: 10:00 - 18:00. 배 안 뜨는 풍랑 시 휴무.",제주 제주시 우도면 우도해안길 340,52,51,20260704,748,원조우도샌드 우도클라쓰,"음식점>카페,디저트",제주특별자치도 제주시 우도면 우도해안길 340,,"발행하는 우도, 제주 신문도 있어서 아주 재밌었다 귀여운 것도 있었다 바다에서 사진도 야무지게... 찍어줌 우도샌드 우도클라쓰 우도까지 왔는데 우도 샌드나 우도 땅콩 아이스크림 하"
윤재커피,유지,O,제주시내,mid,1,321,제주 돌담 뷰와 전통기름떡(수제떡)과 커피를 제공하는 감성 카페.,,54,51,20260705,1058,윤재커피,"카페,디저트>카페",제주특별자치도 제주시 중앙로12길 1 중앙로12길1,,윤재커피 주소 : 제주 제주시 중앙로12길 1 중앙로12길1(이도일동) 전화 : 전화번호 0507-1422-1980 영업 : 11:30 ~ 18:00 휴무 : 매주 일요일 주차 :
